date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:18:54	127793/127793	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jul%202023%2009:18:54%20GMT	https://almuzakki-or-id.translate.goog/blog?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp	D:/Cloned%20Templates/orphanage-4/almuzakki-or-id.translate.goog/blog1901.html	(from https://almuzakki-or-id.translate.goog/?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
02:18:55	26665/26665	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jul%202023%2009:18:55%20GMT	https://almuzakki-or-id.translate.goog/tentangkami?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp	D:/Cloned%20Templates/orphanage-4/almuzakki-or-id.translate.goog/tentangkami1901.html	(from https://almuzakki-or-id.translate.goog/?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
02:18:57	19187/19187	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jul%202023%2009:18:57%20GMT	https://almuzakki-or-id.translate.goog/donasi?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp	D:/Cloned%20Templates/orphanage-4/almuzakki-or-id.translate.goog/donasi1901.html	(from https://almuzakki-or-id.translate.goog/?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
02:19:01	214741/214741	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Dec%202021%2018:59:14%20GMT	https://almuzakki.or.id/image/bg-part3.png	D:/Cloned%20Templates/orphanage-4/almuzakki.or.id/image/bg-part3.png	(from https://almuzakki-or-id.translate.goog/?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
02:19:01	53630/53630	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Dec%202021%2018:59:10%20GMT	https://almuzakki.or.id/image/galeri4.jpg	D:/Cloned%20Templates/orphanage-4/almuzakki.or.id/image/galeri4.jpg	(from https://almuzakki-or-id.translate.goog/?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
02:19:02	75714/75714	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Dec%202021%2018:59:12%20GMT	https://almuzakki.or.id/image/galeri2.jpg	D:/Cloned%20Templates/orphanage-4/almuzakki.or.id/image/galeri2.jpg	(from https://almuzakki-or-id.translate.goog/?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
02:19:02	49592/49592	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Dec%202021%2018:59:12%20GMT	https://almuzakki.or.id/image/galeri3.jpg	D:/Cloned%20Templates/orphanage-4/almuzakki.or.id/image/galeri3.jpg	(from https://almuzakki-or-id.translate.goog/?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
02:19:03	47073/47073	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Dec%202021%2018:59:14%20GMT	https://almuzakki.or.id/image/galeri1.jpg	D:/Cloned%20Templates/orphanage-4/almuzakki.or.id/image/galeri1.jpg	(from https://almuzakki-or-id.translate.goog/?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
02:19:03	82941/82941	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Dec%202021%2018:59:10%20GMT	https://almuzakki.or.id/image/galeri7.jpg	D:/Cloned%20Templates/orphanage-4/almuzakki.or.id/image/galeri7.jpg	(from https://almuzakki-or-id.translate.goog/?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
02:19:03	54252/54252	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Dec%202021%2018:59:12%20GMT	https://almuzakki.or.id/image/galeri5.jpg	D:/Cloned%20Templates/orphanage-4/almuzakki.or.id/image/galeri5.jpg	(from https://almuzakki-or-id.translate.goog/?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
02:19:03	1974995/1974995	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Dec%202021%2018:59:12%20GMT	https://almuzakki.or.id/image/bg-part1.png	D:/Cloned%20Templates/orphanage-4/almuzakki.or.id/image/bg-part1.png	(from https://almuzakki-or-id.translate.goog/?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
02:19:03	89469/89469	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Dec%202021%2018:59:14%20GMT	https://almuzakki.or.id/image/galeri6.jpg	D:/Cloned%20Templates/orphanage-4/almuzakki.or.id/image/galeri6.jpg	(from https://almuzakki-or-id.translate.goog/?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
02:19:05	17389/17389	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jul%202023%2009:19:05%20GMT	https://almuzakki-or-id.translate.goog/blogfull?link=santri-al-muzakki-ziarah-dan-rekreasi-&_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp	D:/Cloned%20Templates/orphanage-4/almuzakki-or-id.translate.goog/blogfulldef7.html	(from https://almuzakki-or-id.translate.goog/?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
02:19:07	17770/17770	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jul%202023%2009:19:07%20GMT	https://almuzakki-or-id.translate.goog/blogfull?link=ngaji-dan-dzikir-di-al-muzakki&_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp	D:/Cloned%20Templates/orphanage-4/almuzakki-or-id.translate.goog/blogfull2685.html	(from https://almuzakki-or-id.translate.goog/?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
02:19:08	536479/536479	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jun%202023%2013:37:33%20GMT	https://almuzakki.or.id/image/galeriyayasan/Ziarah%20Mantingan_1687786653.jpg	D:/Cloned%20Templates/orphanage-4/almuzakki.or.id/image/galeriyayasan/Ziarah%20Mantingan_1687786653.jpg	(from https://almuzakki-or-id.translate.goog/?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
02:19:10	18840/18840	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jul%202023%2009:19:10%20GMT	https://almuzakki-or-id.translate.goog/blogfull?link=bem-ftik-unisnu-jepara-mengabdi-bersama-yayasan-panti-asuhan-al-muzakki&_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp	D:/Cloned%20Templates/orphanage-4/almuzakki-or-id.translate.goog/blogfulld76b.html	(from https://almuzakki-or-id.translate.goog/?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
02:19:11	1150395/1150395	---M--	200	added ('OK')	image/jpeg	date:Fri,%2002%20Jun%202023%2013:04:17%20GMT	https://almuzakki.or.id/image/galeriyayasan/Rotib%20Kubro%20Bib%20Luthfi%20Bin%20Yahya_1685711057.jpg	D:/Cloned%20Templates/orphanage-4/almuzakki.or.id/image/galeriyayasan/Rotib%20Kubro%20Bib%20Luthfi%20Bin%20Yahya_1685711057.jpg	(from https://almuzakki-or-id.translate.goog/?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
02:19:12	5843/5843	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Dec%202021%2018:59:10%20GMT	https://almuzakki.or.id/image/all-muzakki.png	D:/Cloned%20Templates/orphanage-4/almuzakki.or.id/image/all-muzakki.png	(from https://almuzakki-or-id.translate.goog/?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
02:19:12	300104/300104	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20May%202023%2014:11:00%20GMT	https://almuzakki.or.id/image/galeriyayasan/BEM%20FTIK%20UNISNU%20Jepara%20Yayasan%20Panti%20Asuhan%20Al%20Muzakki_1684505460.jpeg	D:/Cloned%20Templates/orphanage-4/almuzakki.or.id/image/galeriyayasan/BEM%20FTIK%20UNISNU%20Jepara%20Yayasan%20Panti%20Asuhan%20Al%20Muzakki_1684505460.jpg	(from https://almuzakki-or-id.translate.goog/?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
02:19:13	16351/16351	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jul%202023%2009:19:13%20GMT	https://almuzakki-or-id.translate.goog/legalitas?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp	D:/Cloned%20Templates/orphanage-4/almuzakki-or-id.translate.goog/legalitas1901.html	(from https://almuzakki-or-id.translate.goog/?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
02:19:15	11424/11424	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jul%202023%2009:19:15%20GMT	https://almuzakki-or-id.translate.goog/laporandonasi?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp	D:/Cloned%20Templates/orphanage-4/almuzakki-or-id.translate.goog/laporandonasi1901.html	(from https://almuzakki-or-id.translate.goog/?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
02:19:16	31680/31680	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jul%202023%2009:19:16%20GMT	https://almuzakki-or-id.translate.goog/anakasuh?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp	D:/Cloned%20Templates/orphanage-4/almuzakki-or-id.translate.goog/anakasuh1901.html	(from https://almuzakki-or-id.translate.goog/?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
02:19:18	15550/15550	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jul%202023%2009:19:17%20GMT	https://almuzakki-or-id.translate.goog/konfirmasi?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp	D:/Cloned%20Templates/orphanage-4/almuzakki-or-id.translate.goog/konfirmasi1901.html	(from https://almuzakki-or-id.translate.goog/?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
02:19:18	11962/11962	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jul%202023%2009:19:18%20GMT	https://almuzakki-or-id.translate.goog/proposal?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp	D:/Cloned%20Templates/orphanage-4/almuzakki-or-id.translate.goog/proposal1901.html	(from https://almuzakki-or-id.translate.goog/?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
02:19:19	86927/86927	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js	D:/Cloned%20Templates/orphanage-4/ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js	(from https://almuzakki-or-id.translate.goog/?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
02:19:19	87897/87897	---M-Z	200	added ('OK')	application/javascript	etag:%22130115b-15759-5e3bf9fb7a267-gzip%22	https://cdn.datatables.net/1.11.3/js/jquery.dataTables.min.js	D:/Cloned%20Templates/orphanage-4/cdn.datatables.net/1.11.3/js/jquery.dataTables.min.js	(from https://almuzakki-or-id.translate.goog/?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
02:19:21	647/647	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2001%20Dec%202021%2018:59:10%20GMT	https://almuzakki.or.id/js/customjslider.js	D:/Cloned%20Templates/orphanage-4/almuzakki.or.id/js/customjslider.js	(from https://almuzakki-or-id.translate.goog/?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
02:19:21	628/628	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2001%20Dec%202021%2018:59:10%20GMT	https://almuzakki.or.id/js/tentangjs.js	D:/Cloned%20Templates/orphanage-4/almuzakki.or.id/js/tentangjs.js	(from https://almuzakki-or-id.translate.goog/?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
02:19:22	577/577	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2001%20Dec%202021%2018:59:10%20GMT	https://almuzakki.or.id/js/galeri.js	D:/Cloned%20Templates/orphanage-4/almuzakki.or.id/js/galeri.js	(from https://almuzakki-or-id.translate.goog/?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
02:19:22	20337/20337	---M-Z	200	added ('OK')	application/javascript	etag:%2264994a05-1c3f%22	https://cdnjs.cloudflare.com/ajax/libs/popper.js/1.14.3/umd/popper.min.js	D:/Cloned%20Templates/orphanage-4/cdnjs.cloudflare.com/ajax/libs/popper.js/1.14.3/umd/popper.min.js	(from https://almuzakki-or-id.translate.goog/?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
02:19:23	51039/51039	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2025%20Jan%202021%2022:04:06%20GMT	https://maxcdn.bootstrapcdn.com/bootstrap/4.1.3/js/bootstrap.min.js	D:/Cloned%20Templates/orphanage-4/maxcdn.bootstrapcdn.com/bootstrap/4.1.3/js/bootstrap.min.js	(from https://almuzakki-or-id.translate.goog/?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
02:19:24	2718/2718	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2001%20Dec%202021%2018:59:10%20GMT	https://almuzakki.or.id/js/customjs.js	D:/Cloned%20Templates/orphanage-4/almuzakki.or.id/js/customjs.js	(from https://almuzakki-or-id.translate.goog/?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
02:19:24	63939/63939	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2001%20Dec%202021%2018:59:10%20GMT	https://almuzakki.or.id/js/sweetalert2.all.min.js	D:/Cloned%20Templates/orphanage-4/almuzakki.or.id/js/sweetalert2.all.min.js	(from https://almuzakki-or-id.translate.goog/?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
02:19:25	86892/86892	---MC-	200	added ('OK')	text/javascript	date:Mon,%2031%20Jul%202023%2009:19:25%20GMT	https://translate.google.com/translate_a/element.js?cb=gtElInit&hl=en&client=wt	D:/Cloned%20Templates/orphanage-4/translate.google.com/translate_a/elementda8f.js	(from https://almuzakki-or-id.translate.goog/?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
02:19:26	709/709	---M--	200	added ('OK')	image/png	etag:%2211a0c85-2c5-600eaf828ddb2%22	https://www.datatables.net/examples/resources/details_open.png	D:/Cloned%20Templates/orphanage-4/www.datatables.net/examples/resources/details_open.png	(from https://cdn.datatables.net/1.11.3/css/jquery.dataTables.min.css)
02:19:26	686/686	---M--	200	added ('OK')	image/png	etag:%2211a0cd1-2ae-600eaf828ddb2%22	https://www.datatables.net/examples/resources/details_close.png	D:/Cloned%20Templates/orphanage-4/www.datatables.net/examples/resources/details_close.png	(from https://cdn.datatables.net/1.11.3/css/jquery.dataTables.min.css)
02:19:27	201/201	---M--	200	added ('OK')	image/png	etag:%2212e11ec-c9-5ed32f4650080%22	https://cdn.datatables.net/1.11.3/images/sort_both.png	D:/Cloned%20Templates/orphanage-4/cdn.datatables.net/1.11.3/images/sort_both.png	(from https://cdn.datatables.net/1.11.3/css/jquery.dataTables.min.css)
02:19:27	160/160	---M--	200	added ('OK')	image/png	etag:%2212e0f12-a0-5ed32f4650080%22	https://cdn.datatables.net/1.11.3/images/sort_asc.png	D:/Cloned%20Templates/orphanage-4/cdn.datatables.net/1.11.3/images/sort_asc.png	(from https://cdn.datatables.net/1.11.3/css/jquery.dataTables.min.css)
02:19:27	158/158	---M--	200	added ('OK')	image/png	etag:%2212e11f3-9e-5e86debf4ce52%22	https://cdn.datatables.net/1.11.3/images/sort_desc.png	D:/Cloned%20Templates/orphanage-4/cdn.datatables.net/1.11.3/images/sort_desc.png	(from https://cdn.datatables.net/1.11.3/css/jquery.dataTables.min.css)
02:19:28	146/146	---M--	200	added ('OK')	image/png	etag:%2212e0147-92-600eaf3cfeba2%22	https://cdn.datatables.net/1.11.3/images/sort_asc_disabled.png	D:/Cloned%20Templates/orphanage-4/cdn.datatables.net/1.11.3/images/sort_asc_disabled.png	(from https://cdn.datatables.net/1.11.3/css/jquery.dataTables.min.css)
02:19:28	148/148	---M--	200	added ('OK')	image/png	etag:%2212e0b86-94-600eaf3cfeba2%22	https://cdn.datatables.net/1.11.3/images/sort_desc_disabled.png	D:/Cloned%20Templates/orphanage-4/cdn.datatables.net/1.11.3/images/sort_desc_disabled.png	(from https://cdn.datatables.net/1.11.3/css/jquery.dataTables.min.css)
02:19:29	161889/161889	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Dec%202021%2018:59:12%20GMT	https://almuzakki.or.id/image/bg-donasi-al-muzakki.jpg	D:/Cloned%20Templates/orphanage-4/almuzakki.or.id/image/bg-donasi-al-muzakki.jpg	(from https://almuzakki.or.id/css/style.css)
02:19:30	683/683	---M--	302	error ('Found')	text/html	date:Mon,%2031%20Jul%202023%2009:19:29%20GMT	https://almuzakki.or.id/img/controls.png	D:/Cloned%20Templates/orphanage-4/almuzakki.or.id/img/controls.32.delayed	(from https://almuzakki.or.id/css/lightslider.css)
02:19:31	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2031%20Jul%202023%2009:19:31%20GMT	https://www.your-domain.com/path/image.jpg	D:/Cloned%20Templates/orphanage-4/www.your-domain.com/path/image.33.delayed	(from https://almuzakki-or-id.translate.goog/blog?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
02:19:31	1198/1198	---M--	200	added ('OK')	text/html	date:Mon,%2031%20Jul%202023%2009:19:31%20GMT	http://ww25.your-domain.com/path/image.jpg?subid1=20230731-1919-3123-930d-b75cf276dafb	D:/Cloned%20Templates/orphanage-4/ww25.your-domain.com/path/image88c4.html	(from https://almuzakki-or-id.translate.goog/blog?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
02:19:33	17041/17041	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jul%202023%2009:19:33%20GMT	https://almuzakki-or-id.translate.goog/blogfull?link=mahasiswa-ut-berbagi-santunan-di-al-muzakki&_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp	D:/Cloned%20Templates/orphanage-4/almuzakki-or-id.translate.goog/blogfull1561.html	(from https://almuzakki-or-id.translate.goog/blog?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
02:19:34	90197/90197	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202023%2002:44:44%20GMT	https://almuzakki.or.id/image/galeriyayasan/Santunan%20UT_1681785883.jpg	D:/Cloned%20Templates/orphanage-4/almuzakki.or.id/image/galeriyayasan/Santunan%20UT_1681785883.jpg	(from https://almuzakki-or-id.translate.goog/blog?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
02:19:35	16881/16881	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jul%202023%2009:19:35%20GMT	https://almuzakki-or-id.translate.goog/blogfull?link=buka-bersama-ayah-bunda-kakak-dari-puskesmas-keling-dan-donorojo&_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp	D:/Cloned%20Templates/orphanage-4/almuzakki-or-id.translate.goog/blogfull372b.html	(from https://almuzakki-or-id.translate.goog/blog?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
02:19:36	98793/98793	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202023%2000:15:38%20GMT	https://almuzakki.or.id/image/galeriyayasan/Buber%20Puskesmas%20DOnorojo%20Keling_1681776938.jpg	D:/Cloned%20Templates/orphanage-4/almuzakki.or.id/image/galeriyayasan/Buber%20Puskesmas%20DOnorojo%20Keling_1681776938.jpg	(from https://almuzakki-or-id.translate.goog/blog?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
02:19:37	18965/18965	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jul%202023%2009:19:37%20GMT	https://almuzakki-or-id.translate.goog/blogfull?link=lancar-tadarus-ala-satri-yatim-al-muzakki&_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp	D:/Cloned%20Templates/orphanage-4/almuzakki-or-id.translate.goog/blogfull926e.html	(from https://almuzakki-or-id.translate.goog/blog?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
02:19:38	193348/193348	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Apr%202023%2003:41:01%20GMT	https://almuzakki.or.id/image/galeriyayasan/Tadarus%20santri%20yatim%20al%20muzakki%20jepara_1681530061.jpg	D:/Cloned%20Templates/orphanage-4/almuzakki.or.id/image/galeriyayasan/Tadarus%20santri%20yatim%20al%20muzakki%20jepara_1681530061.jpg	(from https://almuzakki-or-id.translate.goog/blog?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
02:19:38	19838/19838	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jul%202023%2009:19:38%20GMT	https://almuzakki-or-id.translate.goog/blogfull?link=sarasehan-pengurus-dan-koordinator-yayasan&_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp	D:/Cloned%20Templates/orphanage-4/almuzakki-or-id.translate.goog/blogfull7691.html	(from https://almuzakki-or-id.translate.goog/blog?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
02:19:39	278764/278764	---M--	200	added ('OK')	image/jpeg	date:Sun,%2026%20Feb%202023%2007:15:13%20GMT	https://almuzakki.or.id/image/galeriyayasan/Rapat%20Februari_1677395713.jpg	D:/Cloned%20Templates/orphanage-4/almuzakki.or.id/image/galeriyayasan/Rapat%20Februari_1677395713.jpg	(from https://almuzakki-or-id.translate.goog/blog?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
02:19:39	17563/17563	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Jul%202023%2009:19:39%20GMT	https://almuzakki-or-id.translate.goog/blogfull?link=santunan-yatim-rutin-bulan-januari-2023&_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp	D:/Cloned%20Templates/orphanage-4/almuzakki-or-id.translate.goog/blogfull2b81.html	(from https://almuzakki-or-id.translate.goog/blog?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp)
